ind;ringnr;tr;plats;year;date;hour;sign;sex;age;wing;tarsv;tail;wproj;fett;weigh;bill;bihe;biwi
1H-09;;1.00;Seg;96.00;43.00;12.00;……N;2.00;20.00;94.00;31.65;74.00;28.00;1.00;38.60;12.00;5.00;5.10
1H-17;;1.00;Seg;96.00;58.00;8.00;SBH;2.00;55.00;96.00;31.95;74.00;30.00;3.00;31.90;11.90;5.40;5.10
1H-24;;1.00;Seg;96.00;56.00;13.00;……N;1.00;40.00;101.00;34.05;78.00;30.00;2.00;33.10;13.00;5.00;4.90
1H-25;;1.00;Seg;96.00;55.00;9.00;BNN;2.00;45.00;98.00;32.05;77.00;29.00;1.00;;12.80;5.10;5.00
1H-31;;1.00;Seg;96.00;55.00;8.00;BNN;2.00;30.00;99.00;31.90;74.00;29.00;1.00;29.80;12.60;5.10;5.10
1H-34;;1.00;Seg;96.00;61.00;11.00;BNN;2.00;80.00;97.00;32.85;74.00;28.50;1.00;36.40;12.90;5.30;5.20
1H-37;;1.00;Seg;96.00;24.00;9.00;BHN;1.00;35.00;98.00;34.60;75.00;27.00;.00;34.60;12.60;5.30;5.00
1H-40;;1.00;Seg;96.00;59.00;12.00;……N;2.00;35.00;97.00;33.60;72.00;29.00;1.00;10.60;12.90;5.00;5.20
1H-43;;1.00;Seg;96.00;16.00;12.00;SBH;1.00;35.00;100.00;33.75;82.00;29.00;2.00;35.90;12.90;5.30;4.90
1H-45;;1.00;Seg;96.00;56.00;10.00;……N;1.00;75.00;103.00;33.50;79.00;29.00;1.00;34.90;12.10;5.60;4.80
1H-50;;1.00;Seg;96.00;34.00;10.00;BNN;1.00;35.00;103.00;33.00;82.00;30.00;2.00;;13.90;5.00;5.20
1H-80;;1.00;Seg;96.00;24.00;8.00;BHN;1.00;30.00;104.00;34.00;79.00;29.00;.00;34.30;12.80;5.30;5.40
1H-81;;1.00;Seg;96.00;34.00;9.00;BNN;1.00;20.00;101.00;34.65;78.00;29.50;1.00;;12.80;5.10;5.20
1H-81;;2.00;Seg;96.00;43.00;12.00;……N;1.00;20.00;100.00;34.75;78.00;30.00;1.00;33.80;11.90;5.00;5.10
1H-89;;1.00;Seg;96.00;46.00;13.00;……N;2.00;65.00;98.00;33.50;76.00;28.00;1.00;31.20;14.00;5.40;5.20
1H-9;;1.00;Seg;96.00;31.00;8.00;BNN;1.00;20.00;100.00;32.75;79.00;29.00;2.00;35.80;12.20;5.10;5.00
1H-91;;1.00;Seg;96.00;52.00;8.00;SBH;2.00;35.00;98.00;33.00;74.00;30.50;1.00;31.20;12.10;4.90;5.00
1H-92;;1.00;Seg;96.00;39.00;9.00;SBH;1.00;35.00;101.00;32.90;80.00;28.00;1.00;34.00;12.70;5.10;4.90
2H-25;;1.00;Seg;96.00;65.00;9.00;BHN;2.00;35.00;97.00;32.55;74.00;28.00;1.00;35.70;12.00;5.10;5.00
4H-54;3402190.00;1.00;Seg;96.00;48.00;11.00;……N;1.00;20.00;102.00;32.80;78.00;31.00;1.00;;11.70;5.40;5.10
H2-38;;1.00;Seg;96.00;54.00;9.00;SBH;2.00;40.00;97.00;31.75;74.00;29.00;2.00;31.60;11.90;4.90;5.00
H3-11;;1.00;Seg;96.00;40.00;8.00;……N;1.00;30.00;101.00;33.95;80.00;30.00;1.00;;13.10;5.20;4.90
H3-98;;1.00;Seg;96.00;39.00;6.00;SBH;2.00;30.00;94.00;31.10;72.00;26.00;2.00;;12.80;5.00;4.80
H7-58;;1.00;Seg;96.00;48.00;8.00;……N;1.00;85.00;102.00;32.95;80.00;30.00;1.00;;13.30;5.00;4.80
H7-75;;1.00;Seg;96.00;61.00;9.00;BNN;2.00;75.00;102.00;33.10;83.00;29.00;3.00;30.70;13.20;5.20;5.20
V9-00;3423682.00;1.00;Seg;96.00;61.00;9.00;BNN;1.00;20.00;98.50;34.80;;29.50;1.00;37.20;14.20;5.20;5.10
V9-81;;1.00;Seg;96.00;58.00;10.00;SBH;2.00;35.00;99.00;33.20;75.00;31.00;3.00;31.30;11.90;5.00;5.00
1H-02;;1.00;Seg;97.00;21.00;11.00;BHN;1.00;20.00;101.00;34.70;82.00;29.00;1.00;34.80;11.80;5.40;5.10
1H-02;;2.00;Seg;97.00;31.00;6.00;……N;1.00;20.00;101.00;34.60;80.00;29.00;2.00;35.10;11.80;5.00;4.90
1H-02;;2.00;Seg;97.00;47.00;7.00;……N;1.00;20.00;100.00;34.40;79.00;28.00;1.00;33.30;12.30;5.00;5.00
1H-05;;1.00;Seg;97.00;36.00;10.00;……N;2.00;35.00;96.00;31.90;73.00;28.00;2.00;36.40;12.00;5.20;4.90
1H-07;;1.00;Seg;97.00;56.00;7.00;BHN;1.00;20.00;100.00;34.60;79.00;29.00;.00;32.00;12.10;5.10;5.10
1H-20;;1.00;Seg;97.00;56.00;7.00;BHN;2.00;30.00;97.00;31.60;79.00;30.00;.00;33.80;12.80;5.10;5.20
1H-41;;1.00;Seg;97.00;28.00;7.00;BHN;1.00;20.00;97.00;32.75;76.00;29.00;1.00;33.40;13.00;5.10;5.20
1H-41;;2.00;Seg;97.00;39.00;20.00;……N;1.00;20.00;97.00;32.40;76.00;28.00;1.00;35.20;13.10;5.00;5.20
1H-45;;1.00;Seg;97.00;23.00;10.00;DHT;1.00;85.00;103.30;33.45;79.00;30.00;1.00;34.90;12.20;5.70;5.30
1H-71;;1.00;Seg;97.00;51.00;6.00;……N;2.00;20.00;96.00;32.90;71.00;28.00;1.00;36.00;11.60;5.10;5.00
1H-91;;1.00;Kvi;97.00;16.00;7.00;BNN;2.00;40.00;100.00;33.15;75.00;30.00;2.00;;12.40;5.00;5.10
1H-94;3431725.00;1.00;Seg;97.00;21.00;12.00;BHN;1.00;30.00;98.00;33.85;76.00;27.00;1.00;33.70;13.00;5.50;5.20
2H-25;;1.00;Kvi;97.00;56.00;15.00;……N;2.00;50.00;97.00;32.50;74.00;29.00;1.00;30.60;11.80;5.00;5.20
2H-97;3395918.00;1.00;Kvi;97.00;30.00;19.00;……N;2.00;50.00;98.00;32.35;74.00;30.00;3.00;33.20;12.00;4.50;5.40
4H-01;;1.00;Kvi;97.00;21.00;9.00;……N;1.00;30.00;101.50;33.70;79.00;30.00;2.00;34.60;12.00;5.00;4.80
4H-25;;1.00;Kvi;97.00;65.00;6.00;SBH;1.00;30.00;102.00;33.30;78.00;32.00;1.00;31.70;12.20;5.00;4.90
4H-54;3402190.00;1.00;Seg;97.00;27.00;12.00;……N;1.00;30.00;104.00;33.00;79.00;33.00;2.00;34.30;12.20;5.80;5.10
4H-54;3402190.00;2.00;Seg;97.00;36.00;13.00;……N;1.00;30.00;104.00;33.55;80.00;33.00;1.00;33.20;11.90;5.50;5.10
5H-00;;1.00;Seg;97.00;48.00;6.00;SBH;2.00;20.00;97.00;33.20;75.00;29.00;3.00;30.40;12.90;5.00;5.00
5H-19;3423678.00;1.00;Kvi;97.00;22.00;8.00;……N;1.00;20.00;96.50;31.70;74.00;27.00;1.00;33.00;12.10;4.90;4.70
5H-19;3423678.00;2.00;Kvi;97.00;97.00;8.00;……N;1.00;20.00;96.00;31.75;74.00;26.00;5.00;36.70;13.00;5.10;5.20
5H-55;;1.00;Seg;97.00;17.00;8.00;BNN;1.00;20.00;97.00;31.40;72.00;27.50;1.00;31.50;12.40;5.00;5.10
H0-27;;1.00;Kvi;97.00;33.00;6.00;DHT;1.00;70.00;98.60;34.35;77.00;28.00;.00;;12.30;5.10;5.00
H0-27;;2.00;Kvi;97.00;44.00;22.00;……N;1.00;70.00;98.00;34.15;76.00;28.00;1.00;35.50;12.30;5.10;4.90
H1-17;;1.00;Kvi;97.00;24.00;11.00;BHN;1.00;60.00;103.00;34.60;79.00;29.00;1.00;34.60;12.80;5.20;4.90
H1-17;;2.00;Kvi;97.00;34.00;7.00;……N;1.00;60.00;103.00;34.40;79.00;28.00;1.00;33.70;12.60;5.40;5.20
H1-23;;1.00;Kvi;97.00;49.00;11.00;……N;2.00;60.00;98.00;32.80;;28.00;2.00;30.00;11.90;5.30;5.00
H1-51;;1.00;Kvi;97.00;46.00;10.00;BNN;2.00;60.00;97.00;33.85;;29.00;1.00;;12.70;5.40;5.30
H1-51;;2.00;Kvi;97.00;99.00;10.00;JSD;2.00;60.00;96.00;;74.00;;2.00;32.10;;;
H2-28;;1.00;Kvi;97.00;46.00;10.00;BNN;1.00;50.00;101.00;34.00;;28.00;.00;;12.90;5.30;5.40
H2-28;;1.00;Kvi;97.00;55.00;21.00;……N;1.00;50.00;101.00;33.70;78.00;27.00;2.00;36.20;12.00;5.00;5.10
H2-38;;1.00;Kvi;97.00;14.00;10.00;BHN;2.00;50.00;97.00;31.80;72.00;29.00;.00;30.50;11.70;5.00;5.00
H2-38;;2.00;Seg;97.00;46.00;6.00;BHN;2.00;50.00;97.00;31.95;74.00;30.00;2.00;33.50;12.20;5.10;5.10
H3-00;3395950.00;1.00;Kvi;97.00;26.00;10.00;BNN;1.00;40.00;98.50;34.15;79.00;28.00;1.00;32.10;12.80;5.00;5.10
H3-00;3395950.00;2.00;Kvi;97.00;35.00;19.00;……N;1.00;40.00;98.00;34.00;76.00;28.00;3.00;34.60;12.10;5.20;4.90
H3-25;3402126.00;1.00;Seg;97.00;23.00;10.00;DHT;2.00;40.00;96.20;;73.00;29.00;3.00;30.00;11.60;5.20;5.10
H3-29;;1.00;Kvi;97.00;54.00;9.00;BHN;2.00;40.00;95.00;31.40;72.00;29.00;.00;28.20;12.60;5.10;5.00
H3-90;3402149.00;1.00;Kvi;97.00;42.00;6.00;……N;2.00;40.00;100.00;33.10;70.00;30.00;2.00;35.30;11.00;5.00;5.10
H3-98;;1.00;Kvi;97.00;24.00;7.00;BHN;2.00;40.00;94.00;31.55;71.00;26.00;3.00;31.60;13.00;5.10;5.00
H3-98;;2.00;Seg;97.00;27.00;14.00;……N;2.00;40.00;94.00;31.40;72.00;26.00;5.00;33.50;13.00;5.20;4.60
H4-18;;1.00;Kvi;97.00;25.00;7.00;BHN;1.00;30.00;101.00;34.80;76.00;28.00;.00;34.30;13.00;5.20;5.10
H4-18;;2.00;Kvi;97.00;34.00;9.00;……N;1.00;30.00;100.00;34.70;78.00;28.00;1.00;36.20;11.90;5.10;5.20
H4-34;3423511.00;1.00;Kvi;97.00;37.00;7.00;……N;2.00;30.00;96.00;31.75;73.00;27.00;1.00;36.50;11.90;5.90;5.00
H4-57;3423518.00;1.00;Kvi;97.00;20.00;7.00;……N;1.00;30.00;101.00;34.35;83.00;28.00;1.00;33.60;12.20;5.00;5.00
H4-57;3423518.00;2.00;Kvi;97.00;30.00;7.00;……N;1.00;30.00;101.00;34.15;81.00;29.00;1.00;33.10;12.50;5.10;4.80
H5-00;3423793.00;1.00;Kvi;97.00;73.00;7.00;MSR;1.00;20.00;97.00;33.30;77.00;28.00;1.00;32.50;13.20;5.10;5.10
H5-01;3423696.00;1.00;Kvi;97.00;54.00;20.00;……N;1.00;20.00;98.00;33.05;76.00;29.00;3.00;34.20;12.90;5.00;5.10
H5-01;3423696.00;2.00;Kvi;97.00;79.00;8.00;TSN;1.00;20.00;98.00;33.20;75.00;28.00;1.00;30.70;12.20;5.10;5.00
H5-03;;1.00;Kvi;97.00;50.00;8.00;SBH;2.00;20.00;97.00;;74.00;29.00;2.00;36.00;12.40;5.00;4.90
H5-03;;2.00;Kvi;97.00;88.00;8.00;PRD;2.00;20.00;96.00;34.40;;;2.00;31.60;12.70;5.00;5.10
H5-05;3423783.00;1.00;Seg;97.00;38.00;21.00;……N;1.00;20.00;101.00;34.00;75.00;30.00;2.00;34.40;12.40;5.10;4.70
H5-08;;1.00;Kvi;97.00;33.00;7.00;BNN;2.00;20.00;97.00;;73.00;27.50;.00;30.60;12.60;5.20;5.30
H5-13;;1.00;Kvi;97.00;39.00;7.00;BNN;2.00;20.00;97.00;34.50;74.00;27.50;1.00;36.40;13.20;5.10;5.20
H5-21;;1.00;Seg;97.00;47.00;7.00;……N;2.00;20.00;95.00;32.05;75.00;28.00;1.00;35.20;12.00;4.90;5.10
H5-21;;2.00;Kvi;97.00;76.00;5.00;MSR;2.00;20.00;94.00;32.15;;;1.00;32.10;;;
H5-24;;1.00;Kvi;97.00;23.00;10.00;BNN;1.00;20.00;98.00;33.50;;27.00;1.00;32.20;12.20;5.10;5.10
H5-30;3423551.00;1.00;Kvi;97.00;44.00;5.00;BHN;1.00;20.00;100.00;33.75;77.00;30.00;1.00;33.50;11.10;5.20;4.90
H5-30;3423551.00;2.00;Kvi;97.00;49.00;10.00;……N;1.00;20.00;100.00;33.70;76.00;28.00;1.00;;10.60;5.40;4.90
H5-32;;1.00;Kvi;97.00;62.00;7.00;SBH;2.00;20.00;96.00;33.25;72.00;30.00;2.00;34.20;12.20;4.90;5.00
H5-35;;1.00;Kvi;97.00;44.00;10.00;BNN;2.00;20.00;97.00;31.70;74.00;27.00;1.00;;12.60;5.10;5.10
H5-38;3431718.00;1.00;Kvi;97.00;20.00;11.00;BNN;1.00;20.00;99.50;33.15;77.00;28.00;.00;30.20;11.80;5.10;5.00
H5-38;3431718.00;2.00;Kvi;97.00;30.00;7.00;DHT;1.00;20.00;99.80;32.95;79.00;29.50;.00;30.60;11.40;5.20;4.80
H5-38;3431718.00;2.00;Kvi;97.00;38.00;6.00;……N;1.00;20.00;99.00;32.90;76.00;29.00;1.00;30.90;12.10;5.10;4.80
H5-38;3431718.00;2.00;Kvi;97.00;88.00;7.00;TSN;1.00;20.00;99.00;33.10;79.00;29.00;1.00;31.40;12.80;5.10;5.00
H5-45;3431702.00;1.00;Kvi;97.00;21.00;8.00;……N;1.00;20.00;100.00;32.70;80.00;27.50;1.00;34.30;13.30;5.10;5.20
H5-45;3431702.00;2.00;Kvi;97.00;30.00;21.00;……N;1.00;20.00;99.00;32.80;76.00;29.00;2.00;34.70;13.20;5.10;5.10
H5-45;3431702.00;2.00;Kvi;97.00;66.00;8.00;MSR;1.00;20.00;99.00;32.80;71.00;24.00;1.00;32.50;13.90;5.20;5.50
H5-72;;1.00;Kvi;97.00;42.00;12.00;BNN;2.00;20.00;97.00;32.25;74.00;27.00;2.00;38.20;11.80;5.00;5.10
H5-77;3431710.00;1.00;Kvi;97.00;30.00;12.00;……N;1.00;20.00;102.00;34.45;79.00;30.00;2.00;35.50;12.40;5.10;5.40
H5-91;;1.00;Kvi;97.00;26.00;9.00;DHT;1.00;20.00;98.60;33.60;78.00;29.00;1.00;32.90;12.60;5.40;5.40
H5-91;;2.00;Kvi;97.00;36.00;7.00;BNN;1.00;20.00;99.00;33.65;78.00;28.00;.00;32.20;12.70;5.30;5.30
H5-93;;1.00;Kvi;97.00;50.00;10.00;……N;1.00;20.00;100.00;33.20;79.00;30.00;3.00;34.60;13.10;5.10;5.50
H5-94;;1.00;Kvi;97.00;36.00;10.00;BNN;1.00;20.00;102.00;35.45;77.00;31.00;2.00;35.20;12.80;5.30;5.30
H5-94;;2.00;Kvi;97.00;73.00;7.00;MSR;1.00;20.00;101.00;35.00;78.00;24.00;1.00;35.80;13.50;5.30;5.40
H7-00;;1.00;Kvi;97.00;37.00;12.00;……N;1.00;75.00;102.00;32.90;83.00;29.00;2.00;33.00;11.70;5.70;4.90
H7-00;;2.00;Kvi;97.00;47.00;9.00;SBH;1.00;75.00;102.00;32.90;80.00;29.00;1.00;32.80;12.00;5.10;5.00
H7-04;;1.00;Kvi;97.00;48.00;7.00;BHN;2.00;55.00;98.00;32.00;75.00;29.00;1.00;33.40;12.00;5.10;5.00
H7-17;;1.00;Kvi;97.00;42.00;6.00;……N;1.00;20.00;100.00;33.30;79.00;29.00;1.00;33.10;12.80;5.00;5.10
H7-17;;2.00;Kvi;97.00;54.00;7.00;……N;1.00;20.00;99.00;33.40;79.00;29.00;2.00;35.50;12.90;5.00;5.00
H7-23;3397037.00;1.00;Kvi;97.00;32.00;21.00;……N;2.00;20.00;95.00;31.90;73.00;27.00;2.00;29.80;12.80;5.50;5.00
H7-23;3397037.00;2.00;Kvi;97.00;88.00;7.00;TSN;2.00;20.00;95.00;31.35;78.00;26.00;2.00;29.20;12.80;5.10;5.30
H7-41;3377753.00;1.00;Kvi;97.00;50.00;14.00;……N;2.00;85.00;100.00;33.75;74.00;31.00;1.00;31.50;12.90;5.00;5.20
H7-45;;1.00;Kvi;97.00;52.00;8.00;BHN;2.00;30.00;97.00;32.60;75.00;30.00;1.00;35.60;13.40;5.10;5.40
1V-09;;1.00;Ven;97.00;23.00;16.00;BNN;1.00;35.00;105.00;34.45;81.00;31.50;1.00;38.80;13.00;5.30;5.20
1V-81;;1.00;Bjo;97.00;24.00;18.00;……N;1.00;35.00;100.00;33.90;76.00;29.00;4.00;35.70;12.50;5.30;5.10
1V-92;;1.00;Bjo;97.00;24.00;20.00;……N;1.00;30.00;105.00;33.75;85.00;31.00;1.00;35.50;12.80;5.10;5.00
V;;1.00;Kvi;97.00;32.00;10.00;……N;2.00;20.00;96.00;32.70;73.00;29.00;2.00;36.50;12.40;5.10;4.90
V9-00;3423682.00;1.00;Kvi;97.00;26.00;11.00;DHT;1.00;30.00;100.80;35.20;77.00;30.50;1.00;36.60;13.80;5.40;5.30
V9-00;3423682.00;2.00;Kvi;97.00;36.00;8.00;BHN;1.00;30.00;100.00;34.70;;;;36.70;;;
V9-01;;1.00;Kvi;97.00;27.00;13.00;DHT;1.00;20.00;99.40;34.20;77.00;30.50;3.00;35.20;12.30;5.20;4.70
V9-01;;2.00;Kvi;97.00;37.00;13.00;……N;1.00;20.00;100.00;34.20;76.00;30.00;1.00;;11.90;5.00;4.80
V9-03;;1.00;Kvi;97.00;47.00;19.00;BHN;2.00;30.00;98.00;32.10;76.00;29.00;2.00;35.50;12.30;5.00;5.00
V9-05;;1.00;Seg;97.00;48.00;6.00;SBH;2.00;35.00;96.50;32.00;75.00;29.00;3.00;;12.90;5.00;5.00
V9-07;;1.00;Kvi;97.00;96.00;8.00;……N;1.00;20.00;99.00;32.90;78.00;28.00;4.00;34.70;12.60;5.00;5.00
V9-08;;1.00;Kvi;97.00;23.00;17.00;……N;1.00;40.00;99.00;34.20;75.00;29.00;3.00;35.90;12.70;5.50;5.20
V9-08;;2.00;Kvi;97.00;32.00;21.00;……N;1.00;40.00;99.00;34.05;76.00;32.00;2.00;35.80;12.30;5.50;5.20
V9-09;;1.00;Kvi;97.00;30.00;12.00;BHN;2.00;45.00;95.00;32.25;74.00;28.00;3.00;34.90;12.20;4.90;4.80
V9-09;;2.00;Kvi;97.00;64.00;5.00;MSR;2.00;45.00;95.00;;77.00;26.00;1.00;32.40;12.80;5.20;4.90
V9-11;3431900.00;1.00;Kvi;97.00;42.00;19.00;BHN;2.00;35.00;95.00;32.40;72.00;32.00;2.00;35.50;12.50;5.10;4.90
V9-11;3431900.00;2.00;Kvi;97.00;60.00;4.00;MSR;2.00;35.00;95.00;33.10;72.00;29.00;1.00;29.90;12.40;5.30;5.00
V9-13;;1.00;Kvi;97.00;14.00;10.00;BHN;1.00;45.00;101.00;33.80;;;;;;;
V9-13;;2.00;Kvi;97.00;27.00;9.00;DHT;1.00;45.00;101.70;33.40;80.00;29.00;1.00;34.30;12.40;5.10;4.80
V9-15;;1.00;Kvi;97.00;38.00;6.00;BNN;1.00;20.00;98.00;34.00;76.00;29.00;1.00;33.00;12.00;5.20;5.20
V9-15;;2.00;Kvi;97.00;48.00;6.00;……N;1.00;20.00;99.00;34.05;72.00;28.00;1.00;33.80;12.00;5.20;5.00
V9-19;3431802.00;1.00;Kvi;97.00;30.00;6.00;BHN;2.00;20.00;97.00;32.05;74.00;29.00;2.00;34.60;12.10;5.00;5.00
V9-20;;1.00;Kvi;97.00;42.00;10.00;BNN;2.00;20.00;97.00;32.20;72.00;29.00;1.00;31.40;12.70;5.10;5.00
V9-21;;1.00;Kvi;97.00;22.00;12.00;BHN;1.00;45.00;101.00;34.05;77.00;31.00;2.00;35.40;11.90;5.20;5.20
V9-21;;2.00;Kvi;97.00;32.00;8.00;DHT;1.00;45.00;100.40;34.05;78.00;30.50;.00;34.60;11.90;5.30;4.90
V9-23;;1.00;Kvi;97.00;45.00;7.00;BHN;2.00;35.00;94.00;32.10;70.00;29.00;2.00;32.40;12.80;5.10;4.90
V9-25;3431903.00;1.00;Kvi;97.00;47.00;8.00;BHN;2.00;20.00;94.00;31.90;74.00;27.00;1.00;32.90;11.40;5.00;4.80
V9-25;3431903.00;2.00;Kvi;97.00;98.00;7.00;……N;2.00;20.00;93.00;32.10;71.00;25.00;2.00;;11.90;5.10;5.10
V9-27;3423531.00;1.00;Kvi;97.00;43.00;23.00;……N;2.00;30.00;93.00;32.75;72.00;26.00;;34.10;11.20;4.90;4.90
V9-27;3423531.00;2.00;Kvi;97.00;92.00;8.00;TSN;2.00;30.00;93.00;31.70;72.00;26.00;1.00;28.50;11.90;4.90;5.20
V9-28;3431568.00;1.00;Kvi;97.00;35.00;19.00;……N;2.00;30.00;95.00;32.40;71.00;27.00;2.00;32.30;11.70;5.00;4.40
V9-33;;1.00;Kvi;97.00;40.00;20.00;BNN;2.00;20.00;99.00;32.10;76.00;29.50;1.00;35.70;13.20;5.20;5.20
V9-38;;1.00;Kvi;97.00;42.00;20.00;BHN;2.00;30.00;97.00;31.80;70.00;29.00;2.00;30.40;11.80;4.90;4.80
V9-40;;1.00;Kvi;97.00;46.00;7.00;……N;2.00;25.00;97.00;32.90;79.00;30.00;.00;32.70;12.50;5.30;5.30
V9-43;;1.00;Kvi;97.00;28.00;11.00;……N;1.00;35.00;100.00;32.95;79.00;30.00;4.00;33.30;12.20;5.10;5.00
V9-43;;2.00;Kvi;97.00;38.00;6.00;……N;1.00;35.00;100.00;32.90;79.00;30.00;1.00;31.00;12.10;5.00;5.20
V9-47;;1.00;Kvi;97.00;31.00;12.00;DHT;2.00;30.00;98.00;33.35;75.00;31.00;1.00;32.80;12.30;5.10;5.00
V9-47;;2.00;Kvi;97.00;50.00;14.00;SBH;2.00;30.00;98.00;33.35;74.00;31.00;4.00;34.50;13.00;5.05;4.80
V9-48;3423743.00;1.00;Kvi;97.00;48.00;11.00;BHN;2.00;45.00;98.00;33.00;76.00;30.00;.00;32.80;11.80;5.10;4.90
V9-49;3431572.00;1.00;Kvi;97.00;49.00;9.00;……N;2.00;30.00;98.00;32.10;75.00;28.00;1.00;32.20;12.80;4.80;4.80
V9-52;;1.00;Kvi;97.00;39.00;7.00;……N;1.00;20.00;98.00;32.95;74.00;28.00;1.00;34.50;12.10;5.00;5.00
V9-52;;2.00;Kvi;97.00;50.00;7.00;SBH;1.00;20.00;98.00;33.10;75.00;29.50;3.00;36.00;12.10;5.10;4.90
V9-53;;1.00;Kvi;97.00;48.00;8.00;……N;2.00;35.00;96.00;32.80;76.00;27.00;1.00;;12.70;5.10;5.20
V9-54;;1.00;Kvi;97.00;45.00;7.00;BNN;2.00;20.00;96.00;32.95;72.00;28.00;.00;32.80;12.80;5.10;5.10
V9-59;;1.00;Kvi;97.00;62.00;8.00;SBH;2.00;35.00;98.00;34.05;77.00;31.00;2.00;34.80;12.50;5.20;5.00
V9-70;;1.00;Bjo;97.00;49.00;8.00;SBH;1.00;35.00;101.00;33.30;80.00;31.00;1.00;32.70;12.20;5.00;4.60
V9-71;;1.00;Kvi;97.00;50.00;20.00;BHN;2.00;20.00;97.00;32.35;73.00;31.00;1.00;34.10;11.80;5.10;5.10
V9-77;;1.00;Kvi;97.00;46.00;10.00;SBH;2.00;35.00;95.00;33.20;72.00;29.00;3.00;35.00;12.50;5.10;5.00
V9-78;;1.00;Kvi;97.00;27.00;11.00;DHT;1.00;20.00;100.90;34.95;82.00;29.50;.00;34.70;12.40;5.20;4.90
V9-80;;1.00;Kvi;97.00;25.00;13.00;BHN;2.00;35.00;97.00;31.95;76.00;27.00;2.00;33.30;12.40;5.40;5.00
V9-80;;2.00;Kvi;97.00;33.00;5.00;BNN;2.00;35.00;98.00;32.05;76.00;28.50;.00;31.20;12.70;5.30;5.20
V9-83;3431594.00;1.00;Kvi;97.00;58.00;10.00;……N;2.00;20.00;96.00;31.30;75.00;27.00;2.00;35.00;11.50;5.10;4.90
V9-88;;1.00;Kvi;97.00;60.00;10.00;SBH;1.00;20.00;101.00;34.85;77.00;30.00;2.00;36.50;13.70;5.70;5.00
V9-89;;1.00;Kvi;97.00;66.00;6.00;LBT;1.00;20.00;102.00;33.00;79.00;28.00;2.00;34.70;12.70;5.20;5.30
V9-95;;1.00;Kvi;97.00;16.00;7.00;……N;1.00;35.00;101.00;35.05;83.00;29.00;2.00;35.30;12.60;5.70;4.80
HB-55;3395961.00;1.00;Bor;98.00;45.00;10.00;DHT;1.00;30.00;103.00;33.00;82.00;29.00;2.00;35.60;12.60;5.30;5.00
HB-52;3440658.00;1.00;Nor;98.00;44.00;14.00;DHT;1.00;30.00;100.00;33.80;77.00;30.00;2.00;33.60;12.20;5.00;4.80
HB-53;3440659.00;1.00;Nor;98.00;44.00;15.00;DHT;1.00;35.00;102.00;34.10;77.00;28.50;2.00;35.80;13.20;5.60;4.80
HB-43;3440650.00;1.00;Nor;98.00;44.00;7.00;DHT;2.00;30.00;95.00;33.20;78.00;27.50;1.00;34.30;12.70;5.10;4.80
HB-45;3440652.00;1.00;Nor;98.00;44.00;7.00;DHT;1.00;35.00;104.00;33.90;81.00;31.50;1.00;35.60;12.70;5.20;5.10
HB-47;3440653.00;1.00;Nor;98.00;44.00;8.00;DHT;1.00;35.00;103.00;33.00;81.00;30.00;.00;34.20;12.00;5.10;4.80
HB-48;3440654.00;1.00;Nor;98.00;44.00;9.00;DHT;2.00;35.00;99.00;32.35;76.00;30.00;3.00;31.90;12.40;5.20;5.20
HB-44;3440651.00;1.00;Nor;98.00;44.00;7.00;DHT;1.00;35.00;101.00;35.25;79.00;30.00;1.00;35.20;12.80;5.10;4.80
HB-49;3440655.00;1.00;Nor;98.00;44.00;10.00;DHT;2.00;30.00;98.00;33.00;77.00;28.50;3.00;34.00;12.20;5.00;4.80
HB-50;3440656.00;1.00;Nor;98.00;44.00;10.00;DHT;1.00;25.00;99.00;33.90;79.00;29.00;1.00;32.60;12.20;5.10;5.00
HB-51;3440657.00;1.00;Nor;98.00;44.00;12.00;DHT;1.00;30.00;102.00;33.50;82.00;29.00;2.00;34.80;12.90;5.30;5.10
VB-70;3440660.00;1.00;Bor;98.00;45.00;7.00;DHT;1.00;35.00;100.00;35.00;78.00;31.00;1.00;36.50;12.80;5.20;5.20
VB-71;3440661.00;1.00;Bor;98.00;45.00;7.00;DHT;1.00;35.00;104.00;34.85;83.00;33.00;1.00;35.50;13.20;5.10;4.90
BV-72;3440662.00;1.00;Bor;98.00;45.00;8.00;DHT;1.00;20.00;100.00;33.10;77.00;30.50;1.00;32.30;12.90;5.00;5.10
BV-73;3440663.00;1.00;Bor;98.00;45.00;10.00;DHT;1.00;35.00;103.00;33.95;84.00;30.00;2.00;36.50;12.40;5.30;5.30
BV-74;3440664.00;1.00;Bor;98.00;45.00;11.00;DHT;1.00;35.00;101.00;33.45;79.00;29.00;1.00;37.00;12.80;5.40;5.10
VB-00;3424724.00;1.00;Hor;98.00;15.00;7.00;BHN;1.00;35.00;99.00;33.55;78.00;29.00;.00;32.60;12.70;5.10;4.90
VB-01;3424745.00;1.00;Hor;98.00;38.00;13.00;BHN;1.00;20.00;103.00;35.05;81.00;30.00;2.00;37.20;13.00;5.00;5.00
VB-03;3424725.00;1.00;Hor;98.00;15.00;11.00;BHN;1.00;30.00;103.00;34.40;81.00;31.00;1.00;35.60;12.30;5.10;4.80
VB-05;3424746.00;1.00;Hor;98.00;38.00;14.00;BHN;1.00;35.00;105.00;33.60;82.00;32.00;2.00;36.70;13.10;5.10;5.10
